,h5_path,sim_folder,param_folder,type,rbm,x0,y0,sigma,t_dec,dist,lam_psi,D_psi,v0,lam_p,D_p,gamma,alpha,rq,mu,dpsi,seed,Nb,area_psi,area_q,max_psi,has_diff
7,outputs/differentiation_sweep/dist_pol_sig_9.0_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_153812/data.h5,sim_data_20260610_153812,dist_pol_sig_9.0_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,9.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1224231907,151.0110103145816,3.3306690738754696e-14,0.0,-0.9999999999999334,False
14,outputs/differentiation_sweep/dist_pol_sig_8.0_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_145143/data.h5,sim_data_20260610_145143,dist_pol_sig_8.0_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,8.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,315622072,360.6211832803642,3.3306690738754696e-14,0.0,-0.9999999999999334,False
26,outputs/differentiation_sweep/dist_pol_sig_2.0_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260610_120803/data.h5,sim_data_20260610_120803,dist_pol_sig_2.0_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,2.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,957623818,17.59291886010284,3.3306690738754696e-14,0.0,-0.9999999999999334,False
53,outputs/differentiation_sweep/dist_pol_sig_1.5_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260610_113651/data.h5,sim_data_20260610_113651,dist_pol_sig_1.5_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,1.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1604402536,9.896016858807847,3.3306690738754696e-14,0.0,-0.9999999999999334,False
62,outputs/differentiation_sweep/dist_pol_sig_10.0_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_165157/data.h5,sim_data_20260610_165157,dist_pol_sig_10.0_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,10.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1183133500,61.27861949929648,3.3306690738754696e-14,0.0,-0.9999999999999334,False
64,outputs/differentiation_sweep/dist_pol_sig_12.5_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_200752/data.h5,sim_data_20260610_200752,dist_pol_sig_12.5_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,12.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,2012996686,268.31600020699386,3.3306690738754696e-14,0.0,-0.9999999999999334,False
68,outputs/differentiation_sweep/dist_pol_sig_10.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_165354/data.h5,sim_data_20260610_165354,dist_pol_sig_10.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,10.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,2137173632,245.11447799718593,3.3306690738754696e-14,0.0,-0.9999999999999334,False
78,outputs/differentiation_sweep/dist_pol_sig_10.5_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_173751/data.h5,sim_data_20260610_173751,dist_pol_sig_10.5_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,10.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,549710844,267.5901138627063,3.3306690738754696e-14,0.0,-0.9999999999999334,False
101,outputs/differentiation_sweep/dist_pol_sig_30.0_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260612_135635/data.h5,sim_data_20260612_135635,dist_pol_sig_30.0_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,30.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1499986737,1402.9609501288842,0.9999999999999588,0.0,0.9999999999999192,True
102,outputs/differentiation_sweep/dist_pol_sig_12.0_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_193818/data.h5,sim_data_20260610_193818,dist_pol_sig_12.0_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,12.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,888056273,503.17863840119315,0.9999999999999718,0.0,0.9999999999999488,True
109,outputs/differentiation_sweep/dist_pol_sig_8.5_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_145306/data.h5,sim_data_20260610_145306,dist_pol_sig_8.5_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,8.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1317908371,45.098828212239596,3.3306690738754696e-14,0.0,-0.9999999999999334,False
112,outputs/differentiation_sweep/dist_pol_sig_25.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260612_125851/data.h5,sim_data_20260612_125851,dist_pol_sig_25.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,25.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,495702824,732.0719833460262,0.9999999999999537,0.0,0.9999999999999091,True
117,outputs/differentiation_sweep/dist_pol_sig_0.5_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260609_192723/data.h5,sim_data_20260609_192723,dist_pol_sig_0.5_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,0.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1585514002,0.7853981633974483,1.3322676295501878e-13,0.0,-0.9999999999997335,False
127,outputs/differentiation_sweep/dist_pol_sig_7.0_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_130756/data.h5,sim_data_20260610_130756,dist_pol_sig_7.0_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,7.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1312069059,92.29687091996053,3.3306690738754696e-14,0.0,-0.9999999999999334,False
129,outputs/differentiation_sweep/dist_pol_sig_13.5_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_212510/data.h5,sim_data_20260610_212510,dist_pol_sig_13.5_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,13.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,952219105,601.8363664444378,0.9999999999999724,0.0,0.9999999999999488,True
142,outputs/differentiation_sweep/dist_pol_sig_6.5_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_125303/data.h5,sim_data_20260610_125303,dist_pol_sig_6.5_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,6.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,845210821,238.86034789581748,3.3306690738754696e-14,0.0,-0.9999999999999334,False
149,outputs/differentiation_sweep/dist_pol_sig_10.0_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_172247/data.h5,sim_data_20260610_172247,dist_pol_sig_10.0_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,10.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,672133126,612.7861949929647,0.999999999999972,0.0,0.9999999999999556,True
152,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_231030/data.h5,sim_data_20260610_231030,dist_pol_sig_15.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,123157285,462.52214309602857,3.3306690738754696e-14,0.0,-0.9999999999999334,False
153,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260612_114623/data.h5,sim_data_20260612_114623,dist_pol_sig_15.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1079501491,462.53437979881716,5.4567461660326444e-14,0.0,-0.9999999999998909,False
187,outputs/differentiation_sweep/dist_pol_sig_8.5_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_145344/data.h5,sim_data_20260610_145344,dist_pol_sig_8.5_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,8.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1185898125,90.19765642447919,3.3306690738754696e-14,0.0,-0.9999999999999334,False
189,outputs/differentiation_sweep/dist_pol_sig_11.5_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_190922/data.h5,sim_data_20260610_190922,dist_pol_sig_11.5_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,11.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1148196265,782.2654367916936,0.9999999999999735,0.0,0.9999999999999556,True
193,outputs/differentiation_sweep/dist_pol_sig_10.0_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_165242/data.h5,sim_data_20260610_165242,dist_pol_sig_10.0_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,10.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,379057307,122.55723899859296,3.3306690738754696e-14,0.0,-0.9999999999999334,False
195,outputs/differentiation_sweep/dist_pol_sig_2.5_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_123802/data.h5,sim_data_20260610_123802,dist_pol_sig_2.5_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,2.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1417197689,15.707963267948967,3.3306690738754696e-14,0.0,-0.9999999999999334,False
199,outputs/differentiation_sweep/dist_pol_sig_9.0_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_155350/data.h5,sim_data_20260610_155350,dist_pol_sig_9.0_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,9.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1200316755,402.696027505551,3.3306690738754696e-14,0.0,-0.9999999999999334,False
201,outputs/differentiation_sweep/dist_pol_sig_1.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_105141/data.h5,sim_data_20260610_105141,dist_pol_sig_1.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,1.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,789351077,2.5132741228718345,3.3306690738754696e-14,0.0,-0.9999999999999334,False
203,outputs/differentiation_sweep/dist_pol_sig_11.5_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260610_190741/data.h5,sim_data_20260610_190741,dist_pol_sig_11.5_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,11.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1009492742,547.5858057541855,0.9999999999999721,0.0,0.9999999999999507,True
210,outputs/differentiation_sweep/dist_pol_sig_0.5_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260609_113852/data.h5,sim_data_20260609_113852,dist_pol_sig_0.5_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,0.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1271795810,0.3141592653589793,1.3322676295501878e-13,0.0,-0.9999999999997335,False
218,outputs/differentiation_sweep/dist_pol_sig_8.0_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_143836/data.h5,sim_data_20260610_143836,dist_pol_sig_8.0_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,8.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1729271338,320.5521629158793,3.3306690738754696e-14,0.0,-0.9999999999999334,False
223,outputs/differentiation_sweep/dist_pol_sig_11.5_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_185239/data.h5,sim_data_20260610_185239,dist_pol_sig_11.5_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,11.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,191743506,234.6796310375081,3.3306690738754696e-14,0.0,-0.9999999999999334,False
235,outputs/differentiation_sweep/dist_pol_sig_10.5_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_172401/data.h5,sim_data_20260610_172401,dist_pol_sig_10.5_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,10.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1750859105,133.79505693135314,3.3306690738754696e-14,0.0,-0.9999999999999334,False
252,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260612_120055/data.h5,sim_data_20260612_120055,dist_pol_sig_15.0_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,915111131,693.8015696982259,0.9999999999999554,0.0,0.9999999999999161,True
253,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_232407/data.h5,sim_data_20260610_232407,dist_pol_sig_15.0_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1103920051,693.7832146440428,0.9999999999999729,0.0,0.9999999999999488,True
255,outputs/differentiation_sweep/dist_pol_sig_13.0_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_203755/data.h5,sim_data_20260610_203755,dist_pol_sig_13.0_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,13.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,493135357,94.9269428778066,3.3306690738754696e-14,0.0,-0.9999999999999334,False
266,outputs/differentiation_sweep/dist_pol_sig_13.0_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_210759/data.h5,sim_data_20260610_210759,dist_pol_sig_13.0_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,13.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1217944680,854.3424859002594,0.9999999999999738,0.0,0.9999999999999541,True
269,outputs/differentiation_sweep/dist_pol_sig_1.0_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_105204/data.h5,sim_data_20260610_105204,dist_pol_sig_1.0_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,1.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,352403856,3.141592653589793,3.3306690738754696e-14,0.0,-0.9999999999999334,False
271,outputs/differentiation_sweep/dist_pol_sig_9.0_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260610_155319/data.h5,sim_data_20260610_155319,dist_pol_sig_9.0_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,9.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,74726844,352.3590240673571,3.3306690738754696e-14,0.0,-0.9999999999999334,False
293,outputs/differentiation_sweep/dist_pol_sig_10.0_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_165321/data.h5,sim_data_20260610_165321,dist_pol_sig_10.0_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,10.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1008470326,183.83585849788943,3.3306690738754696e-14,0.0,-0.9999999999999334,False
297,outputs/differentiation_sweep/dist_pol_sig_10.5_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_172324/data.h5,sim_data_20260610_172324,dist_pol_sig_10.5_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,10.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1798018514,66.89752846567657,3.3306690738754696e-14,0.0,-0.9999999999999334,False
303,outputs/differentiation_sweep/dist_pol_sig_1.5_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_113734/data.h5,sim_data_20260610_113734,dist_pol_sig_1.5_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,1.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,716018147,11.309733552923257,3.3306690738754696e-14,0.0,-0.9999999999999334,False
309,outputs/differentiation_sweep/dist_pol_sig_9.0_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_160651/data.h5,sim_data_20260610_160651,dist_pol_sig_9.0_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,9.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1833232252,453.03303094374496,3.3306690738754696e-14,0.0,-0.9999999999999334,False
311,outputs/differentiation_sweep/dist_pol_sig_8.0_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260610_143759/data.h5,sim_data_20260610_143759,dist_pol_sig_8.0_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,8.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1762788940,280.4831425513944,3.3306690738754696e-14,0.0,-0.9999999999999334,False
354,outputs/differentiation_sweep/dist_pol_sig_8.5_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_150839/data.h5,sim_data_20260610_150839,dist_pol_sig_8.5_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,8.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1160230307,270.5929692734375,3.3306690738754696e-14,0.0,-0.9999999999999334,False
359,outputs/differentiation_sweep/dist_pol_sig_6.5_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_125340/data.h5,sim_data_20260610_125340,dist_pol_sig_6.5_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,6.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,212408075,265.40038655090837,3.3306690738754696e-14,0.0,-0.9999999999999334,False
387,outputs/differentiation_sweep/dist_pol_sig_20.0_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260612_121526/data.h5,sim_data_20260612_121526,dist_pol_sig_20.0_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,20.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1248169161,156.33206106241138,5.4567461660326444e-14,0.0,-0.9999999999998909,False
388,outputs/differentiation_sweep/dist_pol_sig_13.0_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_205338/data.h5,sim_data_20260610_205338,dist_pol_sig_13.0_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,13.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1705800507,569.5616572668396,0.9999999999999724,0.0,0.9999999999999488,True
413,outputs/differentiation_sweep/dist_pol_sig_0.5_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_102244/data.h5,sim_data_20260610_102244,dist_pol_sig_0.5_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,0.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1719601277,1.4137167092438045,3.3306690738754696e-14,0.0,-0.9999999999999334,False
422,outputs/differentiation_sweep/dist_pol_sig_11.5_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_190843/data.h5,sim_data_20260610_190843,dist_pol_sig_11.5_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,11.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1285417362,704.0388931125242,0.9999999999999731,0.0,0.9999999999999541,True
432,outputs/differentiation_sweep/dist_pol_sig_0.5_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_102244/data.h5,sim_data_20260610_102244,dist_pol_sig_0.5_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,0.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1450286256,0.942477806162536,3.3306690738754696e-14,0.0,-0.9999999999999334,False
440,outputs/differentiation_sweep/dist_pol_sig_20.0_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260612_123003/data.h5,sim_data_20260612_123003,dist_pol_sig_20.0_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,20.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,691956021,937.992366374468,0.9999999999999569,0.0,0.9999999999999161,True
446,outputs/differentiation_sweep/dist_pol_sig_1.0_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_110702/data.h5,sim_data_20260610_110702,dist_pol_sig_1.0_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,1.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1787196534,5.654866776461628,3.3306690738754696e-14,0.0,-0.9999999999999334,False
451,outputs/differentiation_sweep/dist_pol_sig_10.0_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_170659/data.h5,sim_data_20260610_170659,dist_pol_sig_10.0_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,10.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,458338177,306.39309749648237,3.3306690738754696e-14,0.0,-0.9999999999999334,False
456,outputs/differentiation_sweep/dist_pol_sig_9.5_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_163738/data.h5,sim_data_20260610_163738,dist_pol_sig_9.5_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,9.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,248440336,445.95408647114914,3.3306690738754696e-14,0.0,-0.9999999999999334,False
466,outputs/differentiation_sweep/dist_pol_sig_11.5_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_185420/data.h5,sim_data_20260610_185420,dist_pol_sig_11.5_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,11.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1329738186,469.3592620750162,0.9999999999999715,0.0,0.9999999999999488,True
473,outputs/differentiation_sweep/dist_pol_sig_9.0_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_160738/data.h5,sim_data_20260610_160738,dist_pol_sig_9.0_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,9.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,638515813,503.37003438193875,0.9999999999999666,0.0,0.9999999999999334,True
491,outputs/differentiation_sweep/dist_pol_sig_7.5_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_135228/data.h5,sim_data_20260610_135228,dist_pol_sig_7.5_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,7.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1559179651,141.12807046948797,3.3306690738754696e-14,0.0,-0.9999999999999334,False
492,outputs/differentiation_sweep/dist_pol_sig_1.5_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_112236/data.h5,sim_data_20260610_112236,dist_pol_sig_1.5_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,1.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1056665083,5.6548667764616285,3.3306690738754696e-14,0.0,-0.9999999999999334,False
508,outputs/differentiation_sweep/dist_pol_sig_12.0_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_195324/data.h5,sim_data_20260610_195324,dist_pol_sig_12.0_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,12.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1615263131,838.6310640019885,0.9999999999999738,0.0,0.9999999999999556,True
529,outputs/differentiation_sweep/dist_pol_sig_11.5_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_185311/data.h5,sim_data_20260610_185311,dist_pol_sig_11.5_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,11.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1686531109,312.90617471667747,3.3306690738754696e-14,0.0,-0.9999999999999334,False
538,outputs/differentiation_sweep/dist_pol_sig_12.0_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_195254/data.h5,sim_data_20260610_195254,dist_pol_sig_12.0_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,12.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1193680173,754.7679576017897,0.9999999999999735,0.0,0.9999999999999541,True
539,outputs/differentiation_sweep/dist_pol_sig_20.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260612_122958/data.h5,sim_data_20260612_122958,dist_pol_sig_20.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,20.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1186052389,625.3282442496455,0.9999999999999536,0.0,0.9999999999999091,True
540,outputs/differentiation_sweep/dist_pol_sig_12.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_192427/data.h5,sim_data_20260610_192427,dist_pol_sig_12.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,12.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1192176165,335.45242560079544,3.3306690738754696e-14,0.0,-0.9999999999999334,False
552,outputs/differentiation_sweep/dist_pol_sig_11.0_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_182302/data.h5,sim_data_20260610_182302,dist_pol_sig_11.0_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,11.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,2028205696,435.3582190210051,0.9999999999999666,0.0,0.9999999999999334,True
566,outputs/differentiation_sweep/dist_pol_sig_1.5_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_115121/data.h5,sim_data_20260610_115121,dist_pol_sig_1.5_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,1.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1911185843,14.13716694115407,3.3306690738754696e-14,0.0,-0.9999999999999334,False
